City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Manzil Salim,35.8567,8.4765,51.3,70,1,11.36,TN,2022-04-17 18:50:52
282,Port Blair,11.6667,92.75,78.84,94,20,2.3,IN,2022-04-17 18:50:53
283,Ritchie,-29.038,24.6028,58.21,69,13,3.27,ZA,2022-04-17 18:50:53
284,Warrnambool,-38.3833,142.4833,59.81,92,100,6.22,AU,2022-04-17 18:50:53
285,Petatlan,17.5167,-101.2667,89.94,37,97,8.32,MX,2022-04-17 18:50:54
286,Ilhabela,-23.7781,-45.3581,71.76,69,67,4.16,BR,2022-04-17 18:50:54
287,Orlik,52.5178,99.825,29.48,79,79,3.38,RU,2022-04-17 18:50:54
288,Kaitangata,-46.2817,169.8464,42.28,92,6,4.05,NZ,2022-04-17 18:50:54
289,Kasumigaura,36.152,140.2361,52.03,93,75,0.0,JP,2022-04-17 18:50:55
290,Bandarbeyla,9.4942,50.8122,82.17,79,6,6.04,SO,2022-04-17 18:50:55
291,Grand-Lahou,5.1367,-5.0242,76.82,91,100,6.96,CI,2022-04-17 18:50:55
292,Luganville,-15.5333,167.1667,78.19,85,87,3.69,VU,2022-04-17 18:50:56
293,Port Elizabeth,-33.918,25.5701,65.32,99,20,9.22,ZA,2022-04-17 18:46:09
294,Omboue,-1.5746,9.2618,79.05,89,100,5.19,GA,2022-04-17 18:49:28
295,Honiara,-9.4333,159.95,76.82,84,97,5.26,SB,2022-04-17 18:50:56
296,Sassandra,4.95,-6.0833,75.45,89,100,4.59,CI,2022-04-17 18:50:56
297,Ugoofaaru,5.6667,73.0,84.42,74,100,10.85,MV,2022-04-17 18:46:32
298,Smithers,54.7804,-127.1743,41.32,36,20,4.61,CA,2022-04-17 18:50:57
299,Rapid Valley,44.0625,-103.1463,51.76,40,0,34.52,US,2022-04-17 18:50:34
300,Puerto Gaitan,4.3133,-72.0816,77.14,79,90,8.5,CO,2022-04-17 18:50:57
301,Jumla,29.2747,82.1838,50.02,58,4,3.74,NP,2022-04-17 18:50:58
302,Moerai,-22.4333,-151.3333,79.09,71,19,1.63,PF,2022-04-17 18:50:58
303,New Norfolk,-42.7826,147.0587,57.65,68,100,1.99,AU,2022-04-17 18:46:00
304,Fairbanks,64.8378,-147.7164,31.91,30,20,11.5,US,2022-04-17 18:50:03
305,Wuzhou,23.4833,111.3167,58.21,95,100,2.46,CN,2022-04-17 18:50:58
306,Mahebourg,-20.4081,57.7,77.29,100,40,3.44,MU,2022-04-17 18:50:59
307,Kaeo,-35.1,173.7833,66.33,97,100,17.05,NZ,2022-04-17 18:47:13
308,Bougouni,11.417,-7.479,88.05,31,98,5.79,ML,2022-04-17 18:50:59
309,Ahuimanu,21.4447,-157.8378,78.51,74,20,12.66,US,2022-04-17 18:50:59
310,Izmaylovo,53.7211,47.2458,46.83,92,64,3.44,RU,2022-04-17 18:48:21
311,Gazanjyk,39.2446,55.5154,56.17,77,99,6.11,TM,2022-04-17 18:51:00
312,Teya,60.3778,92.6267,31.08,89,100,10.09,RU,2022-04-17 18:51:00
313,Sandwick,60.0,-1.25,48.02,87,40,12.66,GB,2022-04-17 18:51:00
314,Burriana,39.889,-0.085,66.7,59,100,1.21,ES,2022-04-17 18:51:01
315,Linda,39.1277,-121.5508,71.47,48,0,5.75,US,2022-04-17 18:51:01
316,Wad Madani,14.4012,33.5199,98.87,22,100,6.91,SD,2022-04-17 18:51:01
317,Dunedin,-45.8742,170.5036,53.8,68,0,8.01,NZ,2022-04-17 18:51:02
318,Ebejico,6.326,-75.7683,85.35,54,83,2.73,CO,2022-04-17 18:51:02
319,Pingliang,35.5392,106.6861,42.39,46,0,12.08,CN,2022-04-17 18:52:02
320,Mogadishu,2.0371,45.3438,83.23,78,100,13.15,SO,2022-04-17 18:47:39
321,Szekesfehervar,47.1899,18.4103,48.7,53,66,3.67,HU,2022-04-17 18:52:03
322,Krasnaya Gorka,55.1962,56.6673,39.04,91,100,3.42,RU,2022-04-17 18:52:03
323,Kaili,-3.4626,120.2147,67.64,95,98,2.55,ID,2022-04-17 18:52:03
324,Atasu,48.6814,71.6433,59.92,22,52,7.96,KZ,2022-04-17 18:52:04
325,Bayonne,43.3333,-1.4167,57.07,88,100,13.8,FR,2022-04-17 18:52:04
326,Vila Velha,-20.3297,-40.2925,80.55,68,0,16.11,BR,2022-04-17 18:52:05
327,Asyut,27.181,31.1837,95.18,8,12,6.76,EG,2022-04-17 18:52:05
328,Axim,4.8699,-2.2405,79.41,85,89,10.98,GH,2022-04-17 18:52:05
329,Severo-Yeniseyskiy,60.3725,93.0408,28.58,92,100,11.52,RU,2022-04-17 18:52:06
330,Cabo San Lucas,22.8909,-109.9124,87.62,49,30,9.6,MX,2022-04-17 18:47:52
331,Ola,59.5833,151.2833,19.15,76,100,5.88,RU,2022-04-17 18:52:06
332,Karimganj,24.8667,92.35,70.84,85,0,2.53,IN,2022-04-17 18:52:07
333,Lida,53.8833,25.2997,36.59,65,90,6.08,BY,2022-04-17 18:52:07
334,Samagaltay,50.6022,95.0047,42.03,47,32,4.38,RU,2022-04-17 18:52:07
335,Hami,42.8,93.45,55.04,18,0,7.16,CN,2022-04-17 18:52:08
336,Dolzhanskaya,46.6311,37.8039,51.55,71,100,8.52,RU,2022-04-17 18:52:08
337,Cumana,10.4635,-64.1775,81.03,74,100,10.89,VE,2022-04-17 18:50:30
338,Poum,-20.2333,164.0167,77.88,66,60,7.0,NC,2022-04-17 18:52:08
339,Sao Filipe,14.8961,-24.4956,71.92,76,0,13.15,CV,2022-04-17 18:52:09
340,Mezen,65.8522,44.24,32.9,98,100,9.4,RU,2022-04-17 18:52:09
341,Grindavik,63.8424,-22.4338,44.55,65,75,10.36,IS,2022-04-17 18:52:09
342,Bilma,18.6853,12.9164,86.92,9,21,6.62,NE,2022-04-17 18:52:10
343,Imeni Poliny Osipenko,52.4201,136.4853,20.37,98,98,3.04,RU,2022-04-17 18:52:10
344,Camana,-16.6228,-72.7111,70.59,71,91,8.84,PE,2022-04-17 18:52:10
345,Fort Nelson,58.8053,-122.7002,13.59,62,100,11.5,CA,2022-04-17 18:52:11
346,Les Cayes,18.2,-73.75,82.89,65,98,13.6,HT,2022-04-17 18:47:16
347,Tibiri,13.5627,7.0485,95.34,16,0,0.0,NE,2022-04-17 18:52:11
348,Reconquista,-29.15,-59.65,73.17,48,6,4.36,AR,2022-04-17 18:52:11
349,Mildura,-34.2,142.15,66.16,77,75,10.36,AU,2022-04-17 18:52:12
350,Shu,43.5983,73.7614,62.01,34,16,6.22,KZ,2022-04-17 18:52:12
351,Bergama,39.1207,27.1805,53.35,90,100,9.55,TR,2022-04-17 18:52:12
352,Fuerte,17.5381,120.3644,79.02,70,18,6.26,PH,2022-04-17 18:52:13
353,Det Udom,14.906,105.0784,78.62,83,100,1.21,TH,2022-04-17 18:52:13
354,Whitehorse,60.7161,-135.0538,25.11,67,75,2.3,CA,2022-04-17 18:52:13
355,Caravelas,-17.7125,-39.2481,76.59,71,100,10.8,BR,2022-04-17 18:52:14
356,Pinawa,50.1489,-95.8811,29.82,89,100,8.46,CA,2022-04-17 18:52:14
357,Rocha,-34.4833,-54.3333,68.5,59,100,10.51,UY,2022-04-17 18:48:53
358,Merauke,-8.4667,140.3333,79.07,85,59,4.68,ID,2022-04-17 18:49:53
359,Boguchany,58.3814,97.4531,44.51,83,100,9.98,RU,2022-04-17 18:52:14
360,Conakry,9.538,-13.6773,80.67,69,20,9.22,GN,2022-04-17 18:51:40
361,Canberra,-35.2835,149.1281,48.67,97,100,0.0,AU,2022-04-17 18:52:15
362,Bobenheim-Roxheim,49.5875,8.3578,59.05,29,0,9.22,DE,2022-04-17 18:52:15
363,Cherskiy,68.75,161.3,6.48,94,100,4.74,RU,2022-04-17 18:52:15
364,Koungou,-12.7336,45.2042,80.31,78,0,5.75,YT,2022-04-17 18:52:16
365,Sioux Lookout,50.1001,-91.917,28.47,50,100,3.44,CA,2022-04-17 18:52:16
366,Walvis Bay,-22.9575,14.5053,59.95,77,3,4.61,NA,2022-04-17 18:53:16
367,Guerrero Negro,27.9769,-114.0611,68.92,56,58,19.26,MX,2022-04-17 18:53:17
368,Anadyr,64.75,177.4833,32.5,80,40,22.37,RU,2022-04-17 18:53:17
369,Brawley,32.9787,-115.5303,84.79,16,0,5.32,US,2022-04-17 18:53:17
370,Santiago De Chuco,-8.15,-78.1833,66.13,42,4,3.04,PE,2022-04-17 18:53:18
371,Boddam,57.4667,-1.7833,48.58,84,100,19.42,GB,2022-04-17 18:53:18
372,Bage,-31.3314,-54.1069,73.18,49,40,11.5,BR,2022-04-17 18:53:18
373,Goba,7.0167,39.9833,50.72,92,100,4.43,ET,2022-04-17 18:53:18
374,Bantry,51.6833,-9.45,49.78,80,7,13.6,IE,2022-04-17 18:53:19
375,Martapura,-3.4167,114.85,77.09,94,100,1.14,ID,2022-04-17 18:53:19
376,Alofi,-19.0595,-169.9187,73.29,94,46,2.3,NU,2022-04-17 18:53:19
377,Egvekinot,66.3167,-179.1667,23.31,90,99,10.85,RU,2022-04-17 18:53:20
378,Praia,14.9215,-23.5087,77.54,61,20,17.27,CV,2022-04-17 18:53:20
379,Sept-Iles,50.2001,-66.3821,38.05,81,100,4.61,CA,2022-04-17 18:51:30
380,Polunochnoye,60.8697,60.4153,20.53,91,10,4.43,RU,2022-04-17 18:53:20
381,Sterling,39.0062,-77.4286,58.24,39,40,17.0,US,2022-04-17 18:53:21
382,La Ronge,55.1001,-105.2842,34.02,43,75,4.61,CA,2022-04-17 18:53:21
383,Peniche,39.3558,-9.3811,61.29,87,58,20.89,PT,2022-04-17 18:53:21
384,Roura,4.7263,-52.3274,84.11,70,40,17.27,GF,2022-04-17 18:53:22
385,Road Town,18.4167,-64.6167,82.44,65,40,13.8,VG,2022-04-17 18:53:22
386,The Valley,18.217,-63.0578,82.81,74,40,20.71,AI,2022-04-17 18:53:22
387,Kayanza,-3.0667,29.6667,63.81,97,30,1.95,BI,2022-04-17 18:53:23
388,Mandurah,-32.55,115.7,50.92,70,0,8.32,AU,2022-04-17 18:53:23
389,Anito,12.4497,125.2886,78.13,79,44,8.01,PH,2022-04-17 18:53:24
390,Husavik,66.0449,-17.3389,40.51,97,100,2.26,IS,2022-04-17 18:53:24
391,Benjamin Constant,-4.3831,-70.0311,86.05,66,40,5.75,BR,2022-04-17 18:53:25
392,Sibu,2.3,111.8167,77.31,94,40,0.0,MY,2022-04-17 18:53:25
393,Codrington,-38.2667,141.9667,58.33,92,100,6.87,AU,2022-04-17 18:53:26
394,Hailar,49.2,119.7,34.79,33,100,8.75,CN,2022-04-17 18:53:26
395,San Rafael Del Sur,11.8485,-86.4384,92.37,32,90,3.98,NI,2022-04-17 18:53:26
396,Karratha,-20.7377,116.8463,84.69,40,14,4.03,AU,2022-04-17 18:53:27
397,Krasnoye,49.9145,24.6134,33.69,80,82,3.96,UA,2022-04-17 18:53:27
398,Henties Bay,-22.116,14.2845,62.55,77,1,7.45,NA,2022-04-17 18:53:27
399,Calmar,53.2668,-113.8187,35.71,69,75,4.61,CA,2022-04-17 18:53:28
400,Quelimane,-17.8786,36.8883,76.08,80,66,4.76,MZ,2022-04-17 18:53:28
401,Salinopolis,-0.6136,-47.3561,80.98,83,100,9.13,BR,2022-04-17 18:53:28
402,Nizhniye Sergi,56.6614,59.3033,32.99,93,100,4.07,RU,2022-04-17 18:53:28
403,Hachinohe,40.5,141.5,40.91,80,10,5.7,JP,2022-04-17 18:53:29
404,Aktau,43.65,51.2,52.38,69,0,6.93,KZ,2022-04-17 18:53:29
405,Aojiang,22.9421,116.0359,66.38,79,100,8.81,CN,2022-04-17 18:53:29
406,Kedrovyy,56.1667,91.8167,55.81,94,100,5.26,RU,2022-04-17 18:53:30
407,Chima,30.6854,76.0863,82.4,16,17,4.76,IN,2022-04-17 18:53:30
408,Cayenne,4.9333,-52.3333,84.24,11,40,17.27,GF,2022-04-17 18:53:30
409,Pimentel,-6.8367,-79.9342,75.49,60,0,16.11,PE,2022-04-17 18:53:31
410,Juneau,58.3019,-134.4197,42.84,70,100,1.99,US,2022-04-17 18:53:31
411,Semirom,31.4167,51.5667,46.15,31,1,5.53,IR,2022-04-17 18:53:31
412,Port Said,31.2565,32.2841,73.38,56,0,9.22,EG,2022-04-17 18:54:32
413,Berdigestyakh,62.0989,126.6992,21.09,87,100,8.86,RU,2022-04-17 18:54:32
414,Plainview,40.7765,-73.4673,51.6,35,100,11.01,US,2022-04-17 18:54:32
415,Margate,51.3813,1.3862,58.3,72,100,1.99,GB,2022-04-17 18:51:18
416,Turan,16.0678,108.2208,76.98,88,20,1.14,VN,2022-04-17 18:50:58
417,Berlevag,70.8578,29.0864,41.0,93,100,18.41,NO,2022-04-17 18:54:33
418,Eureka,40.8021,-124.1637,56.19,66,100,5.99,US,2022-04-17 18:54:33
419,Itoman,26.1247,127.6694,65.17,72,0,0.0,JP,2022-04-17 18:54:33
420,Louis Trichardt,-23.0439,29.9032,57.02,96,100,7.02,ZA,2022-04-17 18:54:34
421,Skagen,57.7209,10.5839,44.78,73,7,7.27,DK,2022-04-17 18:54:34
422,Temple,31.0982,-97.3428,77.9,74,100,5.91,US,2022-04-17 18:52:23
423,Soroti,1.7146,33.6111,69.35,74,98,6.55,UG,2022-04-17 18:54:34
424,Govindgarh,27.5,76.9833,88.3,12,6,5.46,IN,2022-04-17 18:54:35
425,Anloga,5.7947,0.8973,83.19,78,100,14.47,GH,2022-04-17 18:54:35
426,Camacha,33.0833,-16.3333,62.02,77,40,14.97,PT,2022-04-17 18:54:35
427,Canutama,-6.5339,-64.3831,82.27,88,100,1.92,BR,2022-04-17 18:54:35
428,Tres Picos,15.8667,-93.5333,91.67,54,11,10.07,MX,2022-04-17 18:54:36
429,Ostrovnoy,68.0531,39.5131,33.64,91,100,15.99,RU,2022-04-17 18:53:45
430,Japura,-0.3167,102.35,74.21,99,88,2.37,ID,2022-04-17 18:54:36
431,Port Augusta,-32.5,137.7667,64.98,76,100,18.41,AU,2022-04-17 18:54:37
432,Palu,-0.8917,119.8707,76.03,93,81,2.57,ID,2022-04-17 18:54:37
433,Hohhot,40.8106,111.6522,41.29,93,40,2.24,CN,2022-04-17 18:54:37
434,Las Cruces,32.3123,-106.7783,82.35,6,0,15.99,US,2022-04-17 18:52:59
435,Vila,42.0304,-8.1588,58.08,78,4,5.57,PT,2022-04-17 18:54:38
436,Oxelosund,58.6706,17.1015,44.98,61,0,5.75,SE,2022-04-17 18:54:38
437,Srednekolymsk,67.45,153.6833,5.16,97,99,5.5,RU,2022-04-17 18:54:38
438,Ajdabiya,30.7554,20.2263,62.37,84,22,16.49,LY,2022-04-17 18:53:12
439,Maridi,4.9158,29.4742,73.15,67,84,0.92,SS,2022-04-17 18:54:39
440,Svobodnyy,51.4,128.1333,31.46,65,3,6.17,RU,2022-04-17 18:54:39
441,Sola,-13.8833,167.55,81.63,73,99,4.68,VU,2022-04-17 18:54:39
442,Broken Hill,-31.95,141.4333,74.91,29,40,12.66,AU,2022-04-17 18:54:39
443,Talara,-4.5772,-81.2719,84.96,48,0,17.27,PE,2022-04-17 18:54:40
444,Djambala,-2.5447,14.7533,73.54,82,100,2.86,CG,2022-04-17 18:54:40
445,Bathsheba,13.2167,-59.5167,84.81,61,75,21.85,BB,2022-04-17 18:54:40
446,Lorengau,-2.0226,147.2712,81.27,81,41,7.31,PG,2022-04-17 18:54:41
447,Krasnoselkup,65.7,82.4667,4.26,95,75,10.4,RU,2022-04-17 18:54:41
448,Bataipora,-22.2953,-53.2711,75.99,50,6,6.2,BR,2022-04-17 18:54:41
449,Pundaguitan,6.3711,126.1689,80.31,78,100,4.38,PH,2022-04-17 18:54:42
450,Wetaskiwin,52.9668,-113.3687,33.67,55,100,3.58,CA,2022-04-17 18:54:42
451,Tazovskiy,67.4667,78.7,13.35,94,100,13.96,RU,2022-04-17 18:54:42
452,La Asuncion,11.0333,-63.8628,73.13,100,100,20.71,VE,2022-04-17 18:51:30
453,Snyder,32.7179,-100.9176,84.09,12,0,14.97,US,2022-04-17 18:54:43
454,Qui Nhon,13.7667,109.2333,74.8,91,90,6.02,VN,2022-04-17 18:54:43
455,Florianopolis,-27.6146,-48.5012,72.55,63,100,5.75,BR,2022-04-17 18:52:22
456,Turukhansk,65.8167,87.9833,4.44,94,99,11.16,RU,2022-04-17 18:54:43
457,Mareeba,-17.0,145.4333,70.52,93,93,1.92,AU,2022-04-17 18:54:44
458,Utiel,39.5667,-1.2,59.76,64,100,6.96,ES,2022-04-17 18:54:44
459,Chapais,49.7834,-74.8492,28.18,74,100,13.8,CA,2022-04-17 18:55:44
460,Maltahohe,-24.8333,16.9833,67.86,19,2,4.65,NA,2022-04-17 18:55:45
461,Tsabong,-26.0217,22.401,66.58,76,58,8.37,BW,2022-04-17 18:55:45
462,Nouakchott,18.0858,-15.9785,67.93,78,98,19.98,MR,2022-04-17 18:53:45
463,Bardiyah,31.7561,25.0865,62.92,75,0,18.57,LY,2022-04-17 18:55:45
464,Davidson,36.1501,-86.7833,61.32,47,75,9.22,US,2022-04-17 18:52:42
465,Taunggyi,20.7833,97.0333,67.08,55,13,4.54,MM,2022-04-17 18:55:46
466,Nishihara,26.1842,127.7558,64.45,72,0,0.0,JP,2022-04-17 18:55:46
467,Waw,7.7029,27.9953,90.59,35,97,3.51,SS,2022-04-17 18:55:46
468,Manta,-0.95,-80.7333,85.78,66,40,4.61,EC,2022-04-17 18:55:47
469,Camargo,27.6667,-105.1667,86.99,6,79,8.86,MX,2022-04-17 18:55:47
470,Iquique,-20.2208,-70.1431,66.87,72,8,6.24,CL,2022-04-17 18:55:47
471,Champerico,14.3,-91.9167,95.54,62,75,12.97,GT,2022-04-17 18:55:48
472,Leningradskiy,69.3833,178.4167,3.38,93,56,3.0,RU,2022-04-17 18:55:48
473,Morwell,-38.2333,146.4,61.39,99,100,1.68,AU,2022-04-17 18:55:17
474,Callaway,30.153,-85.5699,81.97,67,20,6.91,US,2022-04-17 18:55:48
475,Kukuna,9.4,-12.6667,85.15,47,16,11.65,SL,2022-04-17 18:55:49
476,Port Lincoln,-34.7333,135.8667,61.07,74,98,9.17,AU,2022-04-17 18:55:49
477,Mweka,-4.85,21.5667,74.32,85,93,0.11,CD,2022-04-17 18:55:49
478,Alice Springs,-23.7,133.8833,72.95,32,40,9.22,AU,2022-04-17 18:51:37
479,Eldoret,0.5204,35.2699,59.09,94,75,6.91,KE,2022-04-17 18:55:50
480,Puri,19.8,85.85,81.12,88,92,19.62,IN,2022-04-17 18:55:50
481,Tall Kayf,37.0833,41.0667,67.39,42,75,5.08,TR,2022-04-17 18:55:50
482,Maningrida,-12.0667,134.2667,74.43,91,100,8.28,AU,2022-04-17 18:55:51
483,Litovko,49.2361,135.1742,30.52,97,100,3.02,RU,2022-04-17 18:55:51
484,Narsaq,60.9167,-46.05,32.83,77,100,4.54,GL,2022-04-17 18:55:51
485,Dunmore East,52.1514,-6.9861,51.69,78,40,10.36,IE,2022-04-17 18:55:51
486,Petropavlovsk-Kamchatskiy,53.0452,158.6483,21.79,80,0,4.47,RU,2022-04-17 18:55:52
487,Wattegama,6.7989,81.4808,74.61,94,18,2.89,LK,2022-04-17 18:55:52
488,Kathmandu,27.7167,85.3167,64.62,42,20,2.3,NP,2022-04-17 18:50:59
489,Bengkulu,-3.8004,102.2655,75.97,93,88,4.27,ID,2022-04-17 18:54:35
490,Novikovo,51.1537,37.8879,47.28,89,100,9.8,RU,2022-04-17 18:55:52
491,Matara,5.9485,80.5353,79.36,85,94,5.41,LK,2022-04-17 18:55:53
492,Talnakh,69.4865,88.3972,6.21,97,100,6.6,RU,2022-04-17 18:55:53
493,Zhaotong,27.3167,103.7167,38.08,96,100,4.99,CN,2022-04-17 18:55:53
494,Kamina,-8.7386,24.9906,65.66,95,30,2.86,CD,2022-04-17 18:55:54
495,Akhmim,26.5622,31.745,93.4,10,100,4.68,EG,2022-04-17 18:55:54
496,Oranjemund,-28.55,16.4333,62.13,69,0,9.37,NA,2022-04-17 18:55:54
497,Pisco,-13.7,-76.2167,70.02,77,0,12.66,PE,2022-04-17 18:52:28
498,Padang,-0.9492,100.3543,78.15,91,79,3.83,ID,2022-04-17 18:55:55
499,Rio Grande,-32.035,-52.0986,78.91,63,100,11.72,BR,2022-04-17 18:55:55
500,Soyo,-6.1349,12.3689,78.76,91,39,7.47,AO,2022-04-17 18:55:55
501,Kloulklubed,7.0419,134.2556,82.27,72,94,1.12,PW,2022-04-17 18:55:56
502,Karatau,43.1667,70.4667,64.71,44,50,3.65,KZ,2022-04-17 18:55:56
503,Mwingi,-0.9344,38.0601,70.48,81,100,7.27,KE,2022-04-17 18:55:56
504,Turayf,31.6725,38.6637,75.45,12,0,5.75,SA,2022-04-17 18:55:57
505,Hofn,64.2539,-15.2082,45.97,85,11,7.78,IS,2022-04-17 18:55:57
506,Esperance,-33.8667,121.9,51.64,63,80,11.5,AU,2022-04-17 18:56:57
507,Lazaro Cardenas,17.9583,-102.2,83.82,53,100,10.18,MX,2022-04-17 18:56:57
508,Ketou,7.3633,2.5998,81.66,76,100,6.31,BJ,2022-04-17 18:56:58
509,Eyl,7.9803,49.8164,83.05,78,71,7.58,SO,2022-04-17 18:56:58
510,Datong,40.0936,113.2914,42.76,80,100,2.71,CN,2022-04-17 18:56:59
511,Miles City,46.4083,-105.8406,31.17,69,75,23.02,US,2022-04-17 18:56:59
512,Lewiston,44.1003,-70.2148,48.54,43,75,21.85,US,2022-04-17 18:52:32
513,Soto La Marina,23.7667,-98.2167,102.4,23,0,18.43,MX,2022-04-17 18:56:59
514,Mindelo,16.8901,-24.9804,74.75,57,20,18.41,CV,2022-04-17 18:57:00
515,Butembo,0.15,29.2833,57.34,92,21,3.6,CD,2022-04-17 18:57:00
516,Moussoro,13.6408,16.4901,93.63,22,0,10.47,TD,2022-04-17 18:57:00
517,Plouzane,48.3833,-4.6167,57.52,85,20,6.91,FR,2022-04-17 18:57:01
518,Copiapo,-27.3667,-70.3333,80.78,27,0,7.87,CL,2022-04-17 18:57:01
519,Lebowakgomo,-24.2,29.5,58.1,90,88,3.6,ZA,2022-04-17 18:57:01
520,Dakar,14.6937,-17.4441,74.28,78,75,21.85,SN,2022-04-17 18:55:17
521,Lisakovsk,52.5369,62.4936,47.44,61,100,7.14,KZ,2022-04-17 18:57:02
522,Palana,59.1167,159.9667,13.62,94,100,5.75,RU,2022-04-17 18:57:02
523,Tiptur,13.2586,76.4783,75.47,63,70,7.7,IN,2022-04-17 18:57:02
524,Contai,21.7786,87.7536,80.91,85,5,19.39,IN,2022-04-17 18:57:02
525,Lompoc,34.6391,-120.4579,64.62,71,40,14.97,US,2022-04-17 18:54:59
526,Itaituba,-4.2761,-55.9836,86.16,79,20,5.75,BR,2022-04-17 18:57:03
527,Chopovychi,50.8332,28.9533,32.52,84,12,6.35,UA,2022-04-17 18:57:03
528,Farafangana,-22.8167,47.8333,75.11,84,14,5.23,MG,2022-04-17 18:57:04
529,Abu Kamal,34.4506,40.9171,73.0,18,100,2.55,SY,2022-04-17 18:57:04
530,Verkhoyansk,67.5447,133.385,-7.37,99,48,1.74,RU,2022-04-17 18:57:04
531,Dali,25.7,100.1833,56.01,64,100,4.59,CN,2022-04-17 18:57:05
532,Dzhebariki-Khaya,62.2167,135.8,5.59,97,99,1.43,RU,2022-04-17 18:57:05
533,Vardo,70.3705,31.1107,35.58,93,75,9.22,NO,2022-04-17 18:57:05
534,Kondinskoye,59.6481,67.41,21.4,92,28,5.5,RU,2022-04-17 18:57:05
535,Redwater,33.3582,-94.2544,59.0,93,100,3.87,US,2022-04-17 18:57:06
536,Evensk,61.95,159.2333,23.09,83,100,7.2,RU,2022-04-17 18:57:06
537,Huarmey,-10.0681,-78.1522,72.84,71,3,11.81,PE,2022-04-17 18:57:06
538,Ouargaye,11.5033,0.0572,96.98,11,100,16.31,BF,2022-04-17 18:57:07
539,Meadow Lake,34.8014,-106.5436,73.71,12,0,10.25,US,2022-04-17 18:57:07
540,Demirci,39.0461,28.6589,52.32,75,35,4.29,TR,2022-04-17 18:57:07
541,Chokwe,-24.5333,32.9833,66.29,96,100,9.4,MZ,2022-04-17 18:57:08
542,Baillif,16.0202,-61.7463,85.5,63,100,16.17,GP,2022-04-17 18:57:08
543,Shahrud,36.4182,54.9763,46.11,64,4,11.61,IR,2022-04-17 18:57:08
544,Black River,18.0264,-77.8487,84.2,63,26,10.83,JM,2022-04-17 18:57:09
545,Tamandare,-8.7597,-35.1047,81.3,79,22,7.11,BR,2022-04-17 18:57:09
546,Kant,27.8,79.8,86.13,11,15,2.39,IN,2022-04-17 18:54:08
547,Qaqortoq,60.7167,-46.0333,31.62,80,100,3.62,GL,2022-04-17 18:57:09
548,Bereda,43.2686,-7.5406,56.41,85,0,5.48,ES,2022-04-17 18:57:10
549,Matay,28.419,30.7792,91.44,8,98,10.18,EG,2022-04-17 18:57:10
550,Numan,9.4667,12.0333,86.36,50,97,7.54,NG,2022-04-17 18:57:10
551,Ballesteros,18.4126,121.5152,75.58,86,61,11.27,PH,2022-04-17 18:57:10
552,Dasuya,31.8183,75.6597,80.13,21,78,5.48,IN,2022-04-17 18:57:11
553,Havoysund,70.9963,24.6622,41.23,95,100,25.28,NO,2022-04-17 18:58:11
554,Saint-Pierre,-21.3393,55.4781,76.68,89,75,11.5,RE,2022-04-17 18:58:11
555,Oksfjord,70.2396,22.3479,42.01,99,100,7.87,NO,2022-04-17 18:58:12
556,Christchurch,-43.5333,172.6333,54.91,83,24,7.0,NZ,2022-04-17 18:58:12
557,Puerto Leguizamo,-0.1934,-74.7819,81.03,86,93,1.03,CO,2022-04-17 18:58:12
558,Tayu,-6.5397,111.0518,79.74,86,79,1.43,ID,2022-04-17 18:58:13
559,Los Llanos De Aridane,28.6585,-17.9182,65.95,83,0,14.97,ES,2022-04-17 18:58:13
560,Sibolga,1.7427,98.7792,77.79,89,95,3.44,ID,2022-04-17 18:58:13
561,Yar-Sale,66.8333,70.8333,10.74,94,100,8.03,RU,2022-04-17 18:58:14
562,Maxixe,-23.8597,35.3472,72.28,93,100,6.17,MZ,2022-04-17 18:58:14
